prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss,sport,bet_type,model,game_time,bet_placed,prediction_error
2025-11-19_New York Rangers_Vegas Golden Knights_spreads_linear_regression,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,-1.35,1.81,AWAY,HIGH,LOSS,3.16,-1.0,NHL,spreads,linear_regression,03:00 AM,YES,
2025-11-19_New York Rangers_Vegas Golden Knights_moneyline_ensemble,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,0.4184,0.4543,HOME,LOW,WIN,0.036,0.91,NHL,moneyline,ensemble,03:00 AM,YES,
2025-11-19_New York Rangers_Vegas Golden Knights_moneyline_random_forest,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,0.4184,0.477,HOME,MEDIUM,WIN,0.0587,0.91,NHL,moneyline,random_forest,03:00 AM,YES,
2025-11-19_New York Rangers_Vegas Golden Knights_moneyline_xgboost,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,0.4184,0.4316,PASS,NONE,UNKNOWN,0.0133,0.0,NHL,moneyline,xgboost,03:00 AM,NO,
2025-11-19_New York Rangers_Vegas Golden Knights_moneyline_lightgbm,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,0.4184,0.4961,HOME,MEDIUM,WIN,0.0778,0.91,NHL,moneyline,lightgbm,03:00 AM,YES,
2025-11-19_New York Rangers_Vegas Golden Knights_moneyline_logistic_regression,2025-11-18,New York Rangers,Vegas Golden Knights,2,3,,0.4184,0.3655,AWAY,MEDIUM,LOSS,-0.0528,-1.0,NHL,moneyline,logistic_regression,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_totals_ensemble,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,5.0,6.3,7.7,OVER,NONE,LOSS,1.4,-1.0,NHL,totals,ensemble,03:00 AM,NO,
2025-11-19_Utah Mammoth_San Jose Sharks_totals_random_forest,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,5.0,6.3,6.07,UNDER,NONE,WIN,-0.23,0.91,NHL,totals,random_forest,03:00 AM,NO,
2025-11-19_Utah Mammoth_San Jose Sharks_totals_xgboost,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,5.0,6.3,8.67,OVER,LOW,LOSS,2.37,-1.0,NHL,totals,xgboost,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_totals_lightgbm,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,5.0,6.3,6.72,OVER,NONE,LOSS,0.43,-1.0,NHL,totals,lightgbm,03:00 AM,NO,
2025-11-19_Utah Mammoth_San Jose Sharks_totals_linear_regression,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,5.0,6.3,8.84,OVER,LOW,LOSS,2.54,-1.0,NHL,totals,linear_regression,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_spreads_ensemble,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,1.11,5.15,AWAY,HIGH,LOSS,4.04,-1.0,NHL,spreads,ensemble,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_spreads_random_forest,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,1.11,0.36,HOME,NONE,LOSS,-0.75,-1.0,NHL,spreads,random_forest,03:00 AM,NO,
2025-11-19_Utah Mammoth_San Jose Sharks_spreads_xgboost,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,1.11,5.06,AWAY,HIGH,LOSS,3.95,-1.0,NHL,spreads,xgboost,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_spreads_lightgbm,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,1.11,6.34,AWAY,HIGH,LOSS,5.23,-1.0,NHL,spreads,lightgbm,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_spreads_linear_regression,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,1.11,5.24,AWAY,HIGH,LOSS,4.13,-1.0,NHL,spreads,linear_regression,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_moneyline_ensemble,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,0.464,0.3613,AWAY,HIGH,LOSS,-0.1027,-1.0,NHL,moneyline,ensemble,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_moneyline_random_forest,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,0.464,0.402,AWAY,MEDIUM,LOSS,-0.062,-1.0,NHL,moneyline,random_forest,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_moneyline_xgboost,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,0.464,0.3207,AWAY,HIGH,LOSS,-0.1433,-1.0,NHL,moneyline,xgboost,03:00 AM,YES,
2025-11-19_Utah Mammoth_San Jose Sharks_moneyline_lightgbm,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,0.464,0.473,PASS,NONE,UNKNOWN,0.009,0.0,NHL,moneyline,lightgbm,03:00 AM,NO,
2025-11-19_Utah Mammoth_San Jose Sharks_moneyline_logistic_regression,2025-11-18,Utah Mammoth,San Jose Sharks,2,3,,0.464,0.2851,AWAY,HIGH,LOSS,-0.1789,-1.0,NHL,moneyline,logistic_regression,03:00 AM,YES,
2025-11-11_Washington Wizards_Detroit Pistons_totals_ensemble,2025-11-10,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,238.97,OVER,LOW,WIN,2.49,0.91,NBA,totals,ensemble,12:00 AM,YES,33.03
2025-11-11_Washington Wizards_Detroit Pistons_totals_random_forest,2025-11-10,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,235.78,UNDER,NONE,LOSS,-0.71,-1.0,NBA,totals,random_forest,12:00 AM,NO,36.22
2025-11-11_Washington Wizards_Detroit Pistons_totals_xgboost,2025-11-10,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,236.08,UNDER,NONE,LOSS,-0.4,-1.0,NBA,totals,xgboost,12:00 AM,NO,35.91999999999999
2025-11-11_Washington Wizards_Detroit Pistons_totals_lightgbm,2025-11-10,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,241.86,OVER,HIGH,WIN,5.38,0.91,NBA,totals,lightgbm,12:00 AM,YES,30.139999999999983
2025-11-11_Washington Wizards_Detroit Pistons_totals_linear_regression,2025-11-10,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,245.19,OVER,HIGH,WIN,8.71,0.91,NBA,totals,linear_regression,12:00 AM,YES,26.81
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_ensemble,2025-11-10,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.811,AWAY,MEDIUM,WIN,-0.0521,0.91,NBA,moneyline,ensemble,12:00 AM,YES,
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_random_forest,2025-11-10,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.7866,AWAY,MEDIUM,WIN,-0.0765,0.91,NBA,moneyline,random_forest,12:00 AM,NO,
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_xgboost,2025-11-10,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.8159,AWAY,LOW,WIN,-0.0472,0.91,NBA,moneyline,xgboost,12:00 AM,NO,
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_lightgbm,2025-11-10,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.8062,AWAY,MEDIUM,WIN,-0.0569,0.91,NBA,moneyline,lightgbm,12:00 AM,YES,
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_logistic_regression,2025-11-10,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.934,HOME,MEDIUM,LOSS,0.0709,-1.0,NBA,moneyline,logistic_regression,12:00 AM,YES,
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_ensemble,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,231.22,OVER,NONE,WIN,1.3,0.91,NBA,totals,ensemble,12:00 AM,YES,0.7800000000000011
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_random_forest,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,233.02,OVER,MEDIUM,WIN,3.1,0.91,NBA,totals,random_forest,12:00 AM,NO,1.0200000000000102
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_xgboost,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,229.77,UNDER,NONE,LOSS,-0.15,-1.0,NBA,totals,xgboost,12:00 AM,NO,2.2299999999999898
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_lightgbm,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,232.68,OVER,LOW,WIN,2.76,0.91,NBA,totals,lightgbm,12:00 AM,YES,0.6800000000000068
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_linear_regression,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,217.49,UNDER,HIGH,LOSS,-12.42,-1.0,NBA,totals,linear_regression,12:00 AM,YES,14.509999999999993
2025-11-11_Los Angeles Lakers_Charlotte Hornets_spreads_random_forest,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,,7.97,5.63,HOME,MEDIUM,WIN,-2.34,0.91,NBA,spreads,random_forest,12:00 AM,YES,
2025-11-11_Los Angeles Lakers_Charlotte Hornets_spreads_linear_regression,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,,7.97,6.68,HOME,LOW,WIN,-1.28,0.91,NBA,spreads,linear_regression,12:00 AM,NO,
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_ensemble,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.2386,AWAY,NONE,LOSS,-0.0286,-1.0,NBA,moneyline,ensemble,12:00 AM,NO,
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_random_forest,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.2017,AWAY,MEDIUM,LOSS,-0.0655,-1.0,NBA,moneyline,random_forest,12:00 AM,YES,
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_xgboost,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.1988,AWAY,MEDIUM,LOSS,-0.0684,-1.0,NBA,moneyline,xgboost,12:00 AM,YES,
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_lightgbm,2025-11-10,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.3121,HOME,LOW,WIN,0.0449,0.91,NBA,moneyline,lightgbm,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_ensemble,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,235.3,OVER,NONE,LOSS,0.39,-1.0,NBA,totals,ensemble,12:00 AM,NO,8.300000000000011
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_random_forest,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,236.9,OVER,NONE,LOSS,1.99,-1.0,NBA,totals,random_forest,12:00 AM,YES,9.900000000000006
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_xgboost,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,233.7,UNDER,NONE,WIN,-1.21,0.91,NBA,totals,xgboost,12:00 AM,YES,6.699999999999989
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_lightgbm,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,241.8,OVER,HIGH,LOSS,6.9,-1.0,NBA,totals,lightgbm,12:00 AM,YES,14.800000000000011
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_linear_regression,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,231.39,UNDER,MEDIUM,WIN,-3.52,0.91,NBA,totals,linear_regression,12:00 AM,YES,4.389999999999986
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_ensemble,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,0.67,AWAY,LOW,WIN,1.8,0.91,NBA,spreads,ensemble,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_random_forest,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,0.2,AWAY,LOW,WIN,1.33,0.91,NBA,spreads,random_forest,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_xgboost,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,-1.08,AWAY,NONE,WIN,0.05,0.91,NBA,spreads,xgboost,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_lightgbm,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,1.14,AWAY,MEDIUM,WIN,2.27,0.91,NBA,spreads,lightgbm,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_linear_regression,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,2.73,AWAY,HIGH,WIN,3.86,0.91,NBA,spreads,linear_regression,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_ensemble,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.5991,HOME,LOW,LOSS,0.0396,-1.0,NBA,moneyline,ensemble,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_random_forest,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.6253,HOME,MEDIUM,LOSS,0.0658,-1.0,NBA,moneyline,random_forest,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_xgboost,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.5241,AWAY,LOW,WIN,-0.0354,0.91,NBA,moneyline,xgboost,12:00 AM,YES,
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_logistic_regression,2025-11-10,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.6994,HOME,HIGH,LOSS,0.1399,-1.0,NBA,moneyline,logistic_regression,12:00 AM,YES,
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_ensemble,2025-11-10,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,244.91,UNDER,NONE,LOSS,-1.53,-1.0,NBA,totals,ensemble,12:00 AM,YES,33.09
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_random_forest,2025-11-10,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,238.21,UNDER,HIGH,LOSS,-8.22,-1.0,NBA,totals,random_forest,12:00 AM,YES,39.78999999999999
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_xgboost,2025-11-10,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,243.38,UNDER,MEDIUM,LOSS,-3.05,-1.0,NBA,totals,xgboost,12:00 AM,YES,34.620000000000005
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_lightgbm,2025-11-10,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,246.43,UNDER,NONE,LOSS,-0.0,-1.0,NBA,totals,lightgbm,12:00 AM,YES,31.57
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_linear_regression,2025-11-10,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,246.91,OVER,NONE,WIN,0.48,0.91,NBA,totals,linear_regression,12:00 AM,YES,31.090000000000003
2025-11-11_Cleveland Cavaliers_Miami Heat_moneyline_xgboost,2025-11-10,Cleveland Cavaliers,Miami Heat,140,138,,0.2969,0.4014,HOME,HIGH,LOSS,0.1045,-1.0,NBA,moneyline,xgboost,12:00 AM,YES,
2025-11-11_Cleveland Cavaliers_Miami Heat_moneyline_logistic_regression,2025-11-10,Cleveland Cavaliers,Miami Heat,140,138,,0.2969,0.2292,AWAY,MEDIUM,WIN,-0.0676,0.91,NBA,moneyline,logistic_regression,12:00 AM,YES,
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_ensemble,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,232.77,UNDER,LOW,LOSS,-2.27,-1.0,NBA,totals,ensemble,12:00 AM,YES,5.22999999999999
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_random_forest,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,234.61,UNDER,NONE,LOSS,-0.42,-1.0,NBA,totals,random_forest,12:00 AM,YES,3.3899999999999864
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_xgboost,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,235.12,OVER,NONE,WIN,0.09,0.91,NBA,totals,xgboost,12:00 AM,YES,2.8799999999999955
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_lightgbm,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,230.92,UNDER,MEDIUM,LOSS,-4.11,-1.0,NBA,totals,lightgbm,12:10 AM,NO,7.0800000000000125
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_linear_regression,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,226.1,UNDER,HIGH,LOSS,-8.93,-1.0,NBA,totals,linear_regression,12:10 AM,YES,11.900000000000006
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_ensemble,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.3213,AWAY,MEDIUM,LOSS,-0.0548,-1.0,NBA,moneyline,ensemble,12:10 AM,NO,
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_lightgbm,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.2789,AWAY,MEDIUM,LOSS,-0.0973,-1.0,NBA,moneyline,lightgbm,12:10 AM,NO,
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_logistic_regression,2025-11-10,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.1577,AWAY,HIGH,LOSS,-0.2185,-1.0,NBA,moneyline,logistic_regression,12:10 AM,YES,
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_ensemble,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,233.23,OVER,MEDIUM,WIN,3.72,0.91,NBA,totals,ensemble,12:10 AM,NO,3.2299999999999898
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_random_forest,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,232.76,OVER,MEDIUM,WIN,3.24,0.91,NBA,totals,random_forest,12:10 AM,YES,2.759999999999991
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_xgboost,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,233.71,OVER,MEDIUM,WIN,4.19,0.91,NBA,totals,xgboost,12:10 AM,YES,3.710000000000008
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_lightgbm,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,233.73,OVER,MEDIUM,WIN,4.21,0.91,NBA,totals,lightgbm,12:10 AM,NO,3.7299999999999898
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_linear_regression,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,227.09,UNDER,LOW,LOSS,-2.42,-1.0,NBA,totals,linear_regression,12:10 AM,YES,2.9099999999999966
2025-11-11_Milwaukee Bucks_Dallas Mavericks_spreads_lightgbm,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,,1.55,-2.25,HOME,HIGH,WIN,-3.79,0.91,NBA,spreads,lightgbm,12:10 AM,NO,
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_ensemble,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.4854,HOME,NONE,WIN,0.0286,0.91,NBA,moneyline,ensemble,12:10 AM,YES,
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_xgboost,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.5229,HOME,MEDIUM,WIN,0.0661,0.91,NBA,moneyline,xgboost,12:10 AM,NO,
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_lightgbm,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.3923,AWAY,MEDIUM,LOSS,-0.0645,-1.0,NBA,moneyline,lightgbm,12:10 AM,YES,
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_logistic_regression,2025-11-10,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.6526,HOME,HIGH,WIN,0.1959,0.91,NBA,moneyline,logistic_regression,12:10 AM,NO,
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_ensemble,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,237.43,OVER,LOW,LOSS,2.29,-1.0,NBA,totals,ensemble,12:10 AM,YES,4.430000000000007
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_random_forest,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,236.79,OVER,NONE,LOSS,1.64,-1.0,NBA,totals,random_forest,12:10 AM,YES,3.789999999999992
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_xgboost,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,243.0,OVER,HIGH,LOSS,7.86,-1.0,NBA,totals,xgboost,12:10 AM,NO,10.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_lightgbm,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,235.05,UNDER,NONE,WIN,-0.1,0.91,NBA,totals,lightgbm,12:10 AM,YES,2.050000000000012
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_linear_regression,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,238.08,OVER,LOW,LOSS,2.94,-1.0,NBA,totals,linear_regression,12:10 AM,NO,5.0800000000000125
2025-11-11_Minnesota Timberwolves_Utah Jazz_spreads_random_forest,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,,6.0,4.15,HOME,LOW,WIN,-1.85,0.91,NBA,spreads,random_forest,12:10 AM,YES,
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_ensemble,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.2433,AWAY,MEDIUM,LOSS,-0.0519,-1.0,NBA,moneyline,ensemble,12:10 AM,YES,
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_random_forest,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.2661,AWAY,NONE,LOSS,-0.0292,-1.0,NBA,moneyline,random_forest,12:10 AM,NO,
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_xgboost,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.3387,HOME,LOW,WIN,0.0434,0.91,NBA,moneyline,xgboost,12:10 AM,YES,
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_lightgbm,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.2206,AWAY,MEDIUM,LOSS,-0.0747,-1.0,NBA,moneyline,lightgbm,12:10 AM,YES,
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_logistic_regression,2025-11-10,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.1204,AWAY,HIGH,LOSS,-0.1749,-1.0,NBA,moneyline,logistic_regression,12:10 AM,YES,
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_ensemble,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,227.07,UNDER,NONE,WIN,-0.75,0.91,NBA,totals,ensemble,12:10 AM,YES,8.069999999999993
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_random_forest,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,230.12,OVER,LOW,LOSS,2.3,-1.0,NBA,totals,random_forest,12:10 AM,NO,11.120000000000005
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_xgboost,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,226.34,UNDER,NONE,WIN,-1.49,0.91,NBA,totals,xgboost,12:10 AM,YES,7.340000000000003
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_lightgbm,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,220.05,UNDER,HIGH,WIN,-7.77,0.91,NBA,totals,lightgbm,12:10 AM,YES,1.0500000000000114
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_linear_regression,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,227.8,UNDER,NONE,WIN,-0.02,0.91,NBA,totals,linear_regression,12:10 AM,YES,8.800000000000011
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_ensemble,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-6.32,AWAY,NONE,WIN,0.98,0.91,NBA,spreads,ensemble,12:10 AM,YES,
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_random_forest,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-4.6,AWAY,MEDIUM,WIN,2.71,0.91,NBA,spreads,random_forest,12:10 AM,NO,
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_xgboost,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-6.17,AWAY,LOW,WIN,1.14,0.91,NBA,spreads,xgboost,12:10 AM,YES,
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_lightgbm,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-6.48,AWAY,NONE,WIN,0.83,0.91,NBA,spreads,lightgbm,12:10 AM,YES,
2025-11-11_New Orleans Pelicans_Phoenix Suns_moneyline_lightgbm,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,,0.7781,0.8695,HOME,MEDIUM,LOSS,0.0914,-1.0,NBA,moneyline,lightgbm,12:10 AM,YES,
2025-11-11_New Orleans Pelicans_Phoenix Suns_moneyline_logistic_regression,2025-11-10,New Orleans Pelicans,Phoenix Suns,121,98,,0.7781,0.553,AWAY,HIGH,WIN,-0.2251,0.91,NBA,moneyline,logistic_regression,12:10 AM,YES,
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_ensemble,2025-11-10,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,224.3,OVER,MEDIUM,LOSS,3.92,-1.0,NBA,totals,ensemble,12:10 AM,YES,17.30000000000001
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_random_forest,2025-11-10,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,221.19,OVER,NONE,LOSS,0.81,-1.0,NBA,totals,random_forest,12:10 AM,NO,14.189999999999998
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_xgboost,2025-11-10,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,227.42,OVER,HIGH,LOSS,7.04,-1.0,NBA,totals,xgboost,12:10 AM,NO,20.419999999999987
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_lightgbm,2025-11-10,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,221.13,OVER,NONE,LOSS,0.75,-1.0,NBA,totals,lightgbm,12:10 AM,YES,14.129999999999995
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_linear_regression,2025-11-10,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,227.73,OVER,HIGH,LOSS,7.34,-1.0,NBA,totals,linear_regression,12:10 AM,YES,20.72999999999999
